xmin,ymin,xmax,ymax,label,confidence
191,211,216,237,79,0.5724838376045227
104,90,130,113,68,0.7417001128196716
195,2,222,25,33,0.941278874874115
101,125,127,149,30,0.9359968900680542
200,219,226,246,15,0.8135607242584229
0,0,0,0,0,-1.0
233,2,255,19,135,0.4647931754589081
19,76,44,99,97,0.9568007588386536
171,220,194,244,89,0.32012176513671875
36,19,61,48,86,0.9268522262573242
192,211,217,236,79,0.6868400573730469
104,90,130,114,68,0.8081607222557068
195,2,223,25,33,0.9560619592666626
101,125,127,149,30,0.9531602263450623
200,219,226,246,15,0.7558197379112244
0,0,0,0,0,-1.0
233,2,255,19,135,0.4579584300518036
19,76,45,100,97,0.9566310048103333
171,220,194,245,89,0.4719274640083313
36,19,61,49,86,0.8589004874229431
193,210,217,237,79,0.517458975315094
105,90,132,114,68,0.92191481590271
195,3,222,24,33,0.9460610151290894
101,125,128,149,30,0.9602973461151123
201,220,225,247,15,0.4429892301559448
0,0,0,0,0,-1.0
233,2,255,19,135,0.44134724140167236
19,77,46,100,97,0.9526494741439819
35,20,61,49,86,0.980992317199707
36,18,63,48,71,0.42747873067855835
105,90,132,114,68,0.9116963148117065
194,2,222,24,33,0.9796096682548523
102,125,128,149,30,0.9207043647766113
0,0,0,0,0,-1.0
233,2,255,20,135,0.4519062042236328
20,77,46,101,97,0.9580943584442139
169,219,193,244,89,0.3077407777309418
35,22,61,49,86,0.9391171932220459
106,91,133,114,68,0.8720595836639404
195,2,221,25,33,0.9698497653007507
102,125,128,149,30,0.9184417724609375
0,0,0,0,0,-1.0
233,2,255,17,145,0.25680091977119446
21,77,46,102,97,0.9696484208106995
169,219,194,243,89,0.5328688025474548
35,23,60,49,86,0.7239556908607483
107,91,134,114,68,0.8745556473731995
195,2,221,25,33,0.9416389465332031
102,126,128,149,30,0.9370099902153015
0,0,0,0,0,-1.0
232,2,255,20,135,0.3989108204841614
232,2,255,20,125,0.33309096097946167
21,77,47,102,97,0.982365608215332
34,24,60,50,86,0.9760206341743469
107,91,135,115,68,0.8748129606246948
195,2,222,25,33,0.9259504675865173
102,126,127,149,30,0.9226329326629639
195,208,220,235,10,0.5388665795326233
168,218,195,243,4,0.30097928643226624
0,0,0,0,0,-1.0
232,2,254,20,135,0.38928455114364624
23,77,48,102,97,0.9309685230255127
34,25,60,51,86,0.9706486463546753
195,208,220,234,79,0.6539162397384644
108,91,135,115,68,0.7625601887702942
195,208,220,236,39,0.29604899883270264
196,2,222,24,33,0.7741435170173645
102,126,127,149,30,0.9445286393165588
195,208,220,234,10,0.2560201585292816
0,0,0,0,0,-1.0
231,2,255,21,135,0.3002723157405853
23,78,48,103,97,0.9714524149894714
169,219,196,243,89,0.8695515394210815
34,25,59,52,86,0.977565586566925
108,92,135,115,68,0.8532580137252808
195,3,222,24,33,0.5397796034812927
102,125,128,149,30,0.9495099782943726
201,220,224,247,17,0.2762736678123474
195,207,220,234,10,0.295607328414917
0,0,0,0,0,-1.0
232,2,254,20,135,0.5651335716247559
23,78,48,103,97,0.9626149535179138
168,218,195,242,89,0.8442326784133911
34,25,59,52,86,0.948874831199646
109,92,136,115,68,0.85487961769104
196,207,221,234,39,0.5492352247238159
195,3,221,23,33,0.39872679114341736
102,126,128,149,30,0.9651272892951965
201,220,224,247,17,0.2507275938987732
168,218,195,242,4,0.323047012090683
0,0,0,0,0,-1.0
231,3,254,21,135,0.7007390260696411
24,78,49,103,97,0.945971667766571
169,218,196,242,89,0.7720912098884583
33,25,57,52,86,0.9481583833694458
110,92,136,115,68,0.6985144019126892
195,3,220,24,33,0.6226561069488525
102,125,128,149,30,0.9649377465248108
198,220,224,248,17,0.5949779152870178
196,207,221,233,10,0.26099541783332825
0,0,0,0,0,-1.0
231,3,254,21,135,0.6879330277442932
25,79,50,103,97,0.9803783893585205
170,218,197,242,89,0.9327253699302673
32,27,57,53,86,0.939128041267395
197,206,222,233,79,0.2505643963813782
110,92,137,116,68,0.8448833227157593
195,2,220,24,33,0.662121593952179
102,125,128,149,30,0.9634057283401489
198,220,224,247,17,0.650147557258606
199,220,223,246,15,0.3214688003063202
0,0,0,0,0,-1.0
230,2,254,21,135,0.7636441588401794
24,79,50,104,97,0.9805420637130737
197,219,224,247,91,0.4122776687145233
170,218,197,243,89,0.8566819429397583
31,27,57,53,86,0.9168881773948669
110,93,137,116,68,0.8114811182022095
195,2,220,24,33,0.6051474809646606
102,125,128,149,30,0.9702234268188477
197,219,224,247,17,0.6679708361625671
197,219,224,247,15,0.3857620656490326
0,0,0,0,0,-1.0
230,2,254,21,135,0.7880777716636658
25,80,50,104,97,0.9439496994018555
171,218,198,242,89,0.8881712555885315
31,28,56,53,86,0.9787782430648804
111,93,137,117,68,0.8222639560699463
102,126,128,149,30,0.9670685529708862
197,220,224,247,17,0.561640202999115
197,220,224,247,15,0.27421432733535767
0,0,0,0,0,-1.0
228,2,253,23,135,0.5637272596359253
26,80,51,105,97,0.9035372734069824
171,218,198,242,89,0.8070512413978577
31,27,56,54,86,0.9397099614143372
112,94,138,117,68,0.9042289853096008
102,126,127,149,30,0.9635235071182251
197,220,224,247,17,0.2923123240470886
197,220,224,247,15,0.31525710225105286
0,0,0,0,0,-1.0
229,2,253,24,135,0.7506918907165527
26,80,51,105,97,0.9352600574493408
171,218,198,242,89,0.7817168831825256
31,28,55,54,86,0.9611049294471741
113,94,138,118,68,0.9647838473320007
102,126,127,149,30,0.9641507267951965
197,220,223,247,17,0.3904707133769989
197,220,223,247,15,0.2979491353034973
0,0,0,0,0,-1.0
228,2,253,24,135,0.5750861763954163
26,81,52,106,97,0.9306557774543762
171,218,198,243,89,0.8507940769195557
30,28,56,55,86,0.9673065543174744
113,94,139,118,68,0.9356430768966675
197,2,220,22,33,0.2534269392490387
102,126,127,149,30,0.9634479880332947
197,220,223,247,17,0.3383845388889313
197,220,223,247,15,0.298000693321228
0,0,0,0,0,-1.0
228,2,252,24,135,0.6338680386543274
26,81,52,106,97,0.9618163108825684
173,217,202,244,89,0.7144142985343933
30,29,55,55,86,0.9581848382949829
114,94,139,119,68,0.8898056149482727
102,126,127,149,30,0.9573047757148743
199,219,223,246,17,0.36950865387916565
198,220,223,247,15,0.33002009987831116
0,0,0,0,0,-1.0
227,3,253,24,135,0.745988130569458
26,82,52,107,97,0.9000787734985352
173,216,202,243,89,0.7270905375480652
29,29,54,56,86,0.9357328414916992
197,206,222,233,79,0.30372628569602966
115,94,140,118,68,0.8609470129013062
102,126,128,149,30,0.9609716534614563
199,219,223,246,17,0.4612490236759186
197,220,223,247,15,0.319701224565506
0,0,0,0,0,-1.0
196,1,220,21,136,0.27269214391708374
227,3,252,25,135,0.8455671668052673
26,83,52,107,97,0.9337113499641418
174,216,202,243,89,0.6207935810089111
29,30,54,56,86,0.9302557706832886
198,207,223,233,79,0.9742310047149658
115,95,140,119,68,0.8634548187255859
102,126,127,149,30,0.9646239280700684
199,219,222,247,17,0.3959376811981201
197,220,223,247,15,0.3858633041381836
0,0,0,0,0,-1.0
226,3,252,26,135,0.6945913434028625
26,83,52,108,97,0.9276497960090637
174,216,202,243,89,0.6985870599746704
29,30,53,56,86,0.9450758099555969
198,208,222,233,79,0.9012325406074524
117,95,140,119,68,0.640649139881134
196,2,220,25,33,0.8412798643112183
102,126,127,149,30,0.9541638493537903
0,0,0,0,0,-1.0
225,3,252,27,135,0.975613534450531
26,84,52,108,97,0.9354230761528015
175,215,203,243,89,0.7404148578643799
28,31,53,57,86,0.9840354323387146
198,208,222,234,79,0.9348214864730835
116,95,141,119,68,0.7805942296981812
40,15,66,41,33,0.9845007061958313
102,126,127,149,30,0.959321916103363
0,0,0,0,0,-1.0
225,3,252,27,135,0.9590151906013489
27,84,51,109,97,0.9426382184028625
175,215,203,242,89,0.9265796542167664
27,31,53,58,86,0.9910741448402405
198,210,223,235,79,0.6659570336341858
117,95,140,120,68,0.642121434211731
40,15,66,41,33,0.9980395436286926
102,126,127,149,30,0.967832088470459
0,0,0,0,0,-1.0
224,3,252,28,135,0.9862239956855774
176,215,205,243,100,0.3233148157596588
28,85,51,109,97,0.8204193115234375
176,215,205,243,89,0.6055402159690857
27,32,52,58,86,0.9825771450996399
116,95,141,120,68,0.7015539407730103
40,14,67,40,33,0.9942094683647156
102,126,127,149,30,0.9635946750640869
0,0,0,0,0,-1.0
225,3,251,28,135,0.9221281409263611
176,215,205,243,100,0.4040077328681946
26,87,52,109,97,0.9622435569763184
176,215,205,243,89,0.8165633678436279
27,32,52,59,86,0.9599360823631287
197,210,222,235,79,0.5092917680740356
116,95,142,120,68,0.5679641366004944
40,14,67,39,33,0.9931314587593079
102,126,127,149,30,0.9641487002372742
0,0,0,0,0,-1.0
225,3,251,29,135,0.7654105424880981
177,215,206,243,100,0.574683666229248
26,86,52,110,97,0.8280346393585205
177,215,206,243,89,0.5296469330787659
26,33,51,58,86,0.9514552354812622
225,3,251,29,84,0.3023686110973358
117,97,142,120,68,0.6001610159873962
41,14,67,39,33,0.9945138096809387
102,126,127,149,30,0.9646838307380676
0,0,0,0,0,-1.0
225,3,251,29,135,0.9434441924095154
177,215,205,243,100,0.5049925446510315
27,86,51,111,97,0.7769877910614014
177,215,205,243,89,0.8566035032272339
26,33,50,58,86,0.9556919932365417
196,212,222,237,79,0.2884488105773926
117,97,144,120,68,0.8651933073997498
42,13,68,38,33,0.977665364742279
102,126,127,149,30,0.9601947069168091
0,0,0,0,0,-1.0
225,4,251,29,135,0.910597562789917
177,216,207,243,107,0.31284022331237793
177,216,207,243,100,0.261735737323761
27,87,51,111,97,0.8687688708305359
177,216,207,243,89,0.4993036687374115
26,33,50,59,86,0.9399299025535583
119,97,144,120,68,0.7372098565101624
177,216,207,243,51,0.36941301822662354
43,13,68,37,33,0.9823514819145203
102,126,127,149,30,0.9625821113586426
0,0,0,0,0,-1.0
225,4,251,29,135,0.9648323059082031
177,216,206,242,100,0.42319825291633606
27,88,51,112,97,0.8815078139305115
177,216,206,242,89,0.6086180806159973
25,34,49,59,86,0.8247328400611877
196,212,221,237,79,0.2689373791217804
120,98,145,120,68,0.49823784828186035
43,11,68,36,33,0.9444342851638794
102,126,127,149,30,0.9584657549858093
0,0,0,0,0,-1.0
224,4,250,29,135,0.9480005502700806
177,215,206,243,100,0.44175711274147034
26,88,51,113,97,0.9699836373329163
177,215,206,243,89,0.8835201859474182
25,34,50,59,86,0.9371801614761353
196,213,221,238,79,0.4972589910030365
120,97,145,121,68,0.7234789133071899
42,11,68,36,33,0.9603602886199951
102,126,127,149,30,0.9582919478416443
199,220,224,245,10,0.25276193022727966
0,0,0,0,0,-1.0
224,5,250,31,135,0.9680696725845337
177,214,206,241,100,0.5748072266578674
27,89,51,113,97,0.8653210401535034
177,214,206,241,89,0.7799596190452576
25,34,49,60,86,0.9547056555747986
224,5,250,31,84,0.38042697310447693
195,213,222,238,79,0.30281415581703186
122,98,145,120,68,0.5634920597076416
42,12,68,37,33,0.9775707721710205
102,126,128,149,30,0.9609904885292053
199,219,224,245,10,0.3685045838356018
0,0,0,0,0,-1.0
224,6,250,31,135,0.951887845993042
176,214,206,242,100,0.4460633099079132
27,90,52,114,97,0.8842157125473022
176,214,206,242,89,0.9262099862098694
25,34,48,60,86,0.9640130996704102
224,6,250,31,84,0.36634743213653564
122,98,145,121,68,0.7301027774810791
42,13,67,37,33,0.9662725329399109
102,126,128,149,30,0.9522637724876404
198,220,223,245,10,0.3800205886363983
0,0,0,0,0,-1.0
225,5,249,32,135,0.6592491865158081
177,213,206,242,100,0.2672879695892334
28,91,51,115,97,0.9514623284339905
177,213,206,242,89,0.8675203919410706
24,34,48,60,86,0.9888893365859985
225,5,249,32,84,0.8542224168777466
123,98,146,122,68,0.7823159098625183
41,13,66,37,33,0.9549345970153809
102,126,128,149,30,0.9564917087554932
197,219,223,246,10,0.2889007329940796
0,0,0,0,0,-1.0
224,8,250,31,135,0.7276748418807983
166,217,197,248,104,0.41320639848709106
177,214,206,241,100,0.32501983642578125
28,91,51,115,97,0.94791179895401
177,214,206,241,89,0.9004444479942322
24,34,48,61,86,0.979969322681427
224,6,249,32,84,0.3803628087043762
123,97,146,121,68,0.8551244139671326
41,13,66,37,33,0.9534380435943604
102,126,128,149,30,0.9581552147865295
197,219,223,246,10,0.5643148422241211
0,0,0,0,0,-1.0
223,9,250,32,135,0.9541749358177185
176,214,207,242,100,0.6797288060188293
28,92,51,116,97,0.9542149305343628
176,214,207,242,89,0.8076949715614319
23,35,48,62,86,0.9944579005241394
196,218,222,246,79,0.5919803380966187
122,98,148,123,68,0.8820676803588867
41,13,66,37,33,0.9446325898170471
102,126,128,149,30,0.9547362327575684
196,218,222,246,10,0.3816491961479187
0,0,0,0,0,-1.0
223,10,250,33,135,0.9764326810836792
177,214,207,242,100,0.5428177118301392
28,93,51,116,97,0.932780385017395
177,214,207,242,89,0.730474591255188
22,35,47,62,86,0.9770293831825256
196,217,222,245,79,0.7713119983673096
122,98,148,123,68,0.9632747173309326
177,214,207,242,51,0.569934606552124
41,13,66,37,33,0.94235759973526
102,126,128,149,30,0.9591237306594849
196,217,222,245,10,0.4635281264781952
0,0,0,0,0,-1.0
223,10,248,33,135,0.7598221898078918
177,214,209,243,100,0.4547273814678192
28,93,51,117,97,0.9092128872871399
177,214,209,243,89,0.5623545050621033
22,36,46,62,86,0.9609236121177673
123,98,149,123,68,0.9367907047271729
41,13,66,37,33,0.9347328543663025
102,125,127,149,30,0.968686580657959
197,219,224,247,10,0.510342538356781
0,0,0,0,0,-1.0
222,10,249,34,135,0.9884141087532043
28,94,51,117,97,0.9720178842544556
178,213,208,242,89,0.6708626747131348
21,37,47,63,86,0.9881824851036072
123,98,149,124,68,0.9224137663841248
42,13,67,37,33,0.9580286741256714
101,125,128,149,30,0.991588294506073
0,0,0,0,0,-1.0
223,10,248,34,135,0.9755401015281677
28,94,51,118,97,0.944141685962677
178,214,208,242,89,0.3575175702571869
21,37,47,63,86,0.991991400718689
126,98,149,123,68,0.8757553100585938
42,12,68,36,33,0.9551559090614319
101,125,128,149,30,0.9900238513946533
168,216,192,247,8,0.27082133293151855
0,0,0,0,0,-1.0
222,11,249,36,135,0.9918699860572815
178,214,210,242,100,0.27888718247413635
28,95,51,118,97,0.9739567041397095
184,213,216,238,89,0.5142678618431091
21,37,46,64,86,0.9945774674415588
124,98,150,123,68,0.7892084121704102
42,11,68,35,33,0.8131598234176636
100,125,127,149,30,0.9893555641174316
0,0,0,0,0,-1.0
222,11,248,36,135,0.9744676947593689
28,95,51,118,97,0.952414333820343
184,214,217,238,89,0.5725919008255005
20,38,46,64,86,0.9943823218345642
126,99,151,123,68,0.7027664184570312
42,10,68,35,33,0.9275942444801331
100,124,126,148,30,0.9505071640014648
0,0,0,0,0,-1.0
222,12,248,37,135,0.9647369384765625
28,96,52,119,97,0.9453278183937073
179,215,211,243,89,0.4962301254272461
20,38,45,64,86,0.9929532408714294
196,212,222,237,79,0.2531210482120514
126,99,151,123,68,0.8758641481399536
43,11,69,35,33,0.9553031921386719
99,124,126,148,30,0.973706066608429
184,215,215,241,17,0.3054134249687195
0,0,0,0,0,-1.0
222,13,248,38,135,0.9864211082458496
27,97,53,120,97,0.931090235710144
19,39,44,65,86,0.9945880174636841
196,211,221,237,79,0.3578711450099945
127,99,153,122,68,0.881983757019043
43,11,69,35,33,0.899665117263794
99,124,126,148,30,0.9661442637443542
200,220,224,246,17,0.28760844469070435
168,217,192,246,8,0.5549719929695129
0,0,0,0,0,-1.0
222,13,248,37,135,0.9478675127029419
28,97,53,121,97,0.9453940987586975
19,40,43,66,86,0.9902228116989136
196,212,222,237,79,0.48113253712654114
128,99,153,123,68,0.9103867411613464
186,215,217,241,51,0.41397443413734436
43,11,69,35,33,0.8936018943786621
99,124,126,148,30,0.9655095934867859
199,220,224,246,17,0.28100472688674927
165,217,195,246,8,0.7381467819213867
0,0,0,0,0,-1.0
223,13,248,38,135,0.9263198971748352
27,97,53,121,97,0.9660196900367737
19,40,44,66,86,0.9910904765129089
196,211,223,237,79,0.49151813983917236
128,99,154,123,68,0.9141174554824829
187,215,218,242,51,0.27634677290916443
43,11,69,35,33,0.8923256397247314
99,124,126,148,30,0.9648855328559875
198,219,224,247,17,0.38020002841949463
165,217,196,245,8,0.912839949131012
0,0,0,0,0,-1.0
223,14,247,38,135,0.9389275908470154
28,98,52,122,97,0.9338507652282715
19,40,43,66,86,0.9901421070098877
196,210,222,236,79,0.441091924905777
128,99,154,123,68,0.7670634984970093
43,11,69,35,33,0.8866496682167053
99,123,127,148,30,0.965343713760376
199,220,223,247,17,0.2532981038093567
165,218,196,245,8,0.8077945709228516
0,0,0,0,0,-1.0
222,15,248,39,135,0.9381036162376404
28,99,52,123,97,0.931830644607544
18,41,42,66,86,0.9755190014839172
197,210,222,236,79,0.49553245306015015
129,100,155,123,68,0.8036747574806213
187,214,219,242,51,0.6715844869613647
43,11,69,35,33,0.8750922679901123
99,124,126,148,30,0.964163601398468
167,218,195,245,8,0.8811589479446411
0,0,0,0,0,-1.0
221,15,248,40,135,0.9904940724372864
28,99,52,123,97,0.9683016538619995
18,41,42,68,86,0.9849327206611633
197,209,223,236,79,0.7644850611686707
130,100,155,123,68,0.7088186740875244
189,214,220,243,51,0.25586646795272827
43,11,69,35,33,0.8703737854957581
99,124,126,148,30,0.9636351466178894
167,218,195,245,8,0.9101240634918213
0,0,0,0,0,-1.0
222,16,248,40,135,0.9905245900154114
28,99,52,124,97,0.9303656816482544
17,42,40,68,86,0.9889830350875854
198,208,223,235,79,0.8556972742080688
130,100,155,123,68,0.7451613545417786
189,214,219,242,51,0.27286791801452637
43,11,69,35,33,0.876659095287323
99,124,126,148,30,0.9639642834663391
167,218,196,245,8,0.9298490285873413
0,0,0,0,0,-1.0
221,16,248,41,135,0.9806026816368103
28,100,52,125,97,0.9789936542510986
16,42,41,68,86,0.9822432994842529
198,208,223,235,79,0.6621276140213013
130,100,156,124,68,0.844966471195221
43,11,69,35,33,0.8854284882545471
99,124,127,148,30,0.9683859944343567
167,218,196,246,8,0.9216371178627014
0,0,0,0,0,-1.0
221,16,247,41,135,0.9467805624008179
28,101,52,126,97,0.9842861294746399
16,43,41,68,86,0.9942748546600342
197,208,222,235,79,0.8527420163154602
131,100,157,124,68,0.8829553723335266
43,11,69,35,33,0.8864797353744507
99,124,126,148,30,0.9640551209449768
189,215,219,243,17,0.3166295289993286
167,218,196,245,8,0.834875226020813
0,0,0,0,0,-1.0
221,17,247,43,135,0.9880995154380798
28,102,52,126,97,0.9451292753219604
16,44,40,69,86,0.9833955764770508
194,210,220,236,79,0.5589034557342529
131,100,157,125,68,0.9424145221710205
176,215,208,243,51,0.37375548481941223
43,11,69,35,33,0.8928580284118652
99,124,126,148,30,0.9660379886627197
176,215,208,243,17,0.4290786683559418
166,218,196,245,8,0.5685619115829468
0,0,0,0,0,-1.0
221,18,246,43,135,0.9822621941566467
177,216,209,243,128,0.2585284113883972
28,103,52,127,97,0.9718654751777649
16,44,40,70,86,0.9955224990844727
190,211,217,236,79,0.4012676477432251
132,100,158,124,68,0.8759093880653381
43,11,69,35,33,0.8731108903884888
99,124,126,148,30,0.9653148055076599
177,216,209,243,17,0.5865007042884827
0,0,0,0,0,-1.0
222,19,246,43,135,0.9917714595794678
28,103,52,127,97,0.9724661111831665
16,44,40,70,86,0.9956456422805786
133,99,158,124,68,0.9126315712928772
43,11,69,35,33,0.8690043091773987
99,124,126,148,30,0.9661036133766174
175,216,207,243,17,0.4209996461868286
187,215,217,240,17,0.49873775243759155
199,221,221,247,15,0.4208287000656128
166,217,197,245,8,0.8056459426879883
0,0,0,0,0,-1.0
221,18,246,44,135,0.9964594841003418
28,103,52,127,97,0.9722930192947388
15,44,39,70,86,0.9909778833389282
188,211,216,238,79,0.4643835723400116
133,99,159,124,68,0.9038501381874084
175,216,208,243,51,0.3379526436328888
43,11,69,35,33,0.8455324769020081
101,124,127,148,30,0.9840661287307739
186,215,217,240,17,0.3864305019378662
200,221,222,245,15,0.2529492974281311
166,218,197,245,8,0.8534704446792603
0,0,0,0,0,-1.0
220,19,247,45,135,0.9971408247947693
28,103,52,127,97,0.9732000231742859
15,45,39,70,86,0.9968400001525879
135,98,158,123,68,0.9035153985023499
177,216,209,242,51,0.3993335962295532
43,11,69,35,33,0.8492186069488525
103,124,129,148,30,0.9878201484680176
185,215,216,240,17,0.2915891706943512
201,221,222,246,15,0.32544073462486267
167,219,196,245,8,0.775543749332428
0,0,0,0,0,-1.0
220,19,246,45,135,0.9952981472015381
28,103,52,127,97,0.9739048480987549
15,46,39,71,86,0.9940411448478699
186,211,215,238,79,0.4581148028373718
134,98,159,122,68,0.8126315474510193
177,216,208,241,51,0.48762479424476624
43,11,69,35,33,0.854851245880127
106,123,131,148,30,0.9146254062652588
187,215,218,240,17,0.725457489490509
199,220,222,246,15,0.30328792333602905
167,219,196,245,8,0.8109320998191833
0,0,0,0,0,-1.0
220,21,246,46,135,0.9938295483589172
28,102,52,127,97,0.9449397325515747
15,46,38,71,86,0.9865908622741699
136,97,158,121,68,0.82518070936203
177,216,208,241,51,0.5779505372047424
43,11,68,35,33,0.8500403761863708
108,124,134,148,30,0.9774965047836304
188,217,217,242,17,0.2619408667087555
188,217,217,242,15,0.3209061324596405
167,219,196,246,8,0.41519537568092346
0,0,0,0,0,-1.0
220,20,245,45,135,0.9861330389976501
27,102,51,127,97,0.8796561360359192
14,46,38,72,86,0.9908249378204346
136,97,158,121,68,0.7475859522819519
177,216,208,242,51,0.3522692620754242
43,11,68,35,33,0.8538074493408203
108,124,136,148,30,0.9845758080482483
0,0,0,0,0,-1.0
220,21,245,47,135,0.9877182841300964
26,102,51,126,97,0.9772592782974243
13,47,38,72,86,0.9941818714141846
136,96,158,121,68,0.8309422731399536
177,215,208,242,51,0.3183251917362213
43,11,68,35,33,0.8559806942939758
109,125,135,149,30,0.9800432324409485
0,0,0,0,0,-1.0
219,22,244,46,135,0.9855021238327026
26,101,51,126,97,0.9879692792892456
13,47,38,72,86,0.9971354007720947
187,210,216,236,79,0.3044377565383911
134,96,160,121,68,0.48228347301483154
176,215,207,242,51,0.48093655705451965
43,11,68,35,33,0.8642421960830688
108,125,135,149,30,0.9893627166748047
0,0,0,0,0,-1.0
218,22,244,47,135,0.9868534207344055
25,101,50,126,97,0.9868553280830383
12,48,37,73,86,0.9970489144325256
187,210,216,235,79,0.25394096970558167
137,95,159,119,68,0.6291913986206055
43,11,68,35,33,0.8473848104476929
108,126,134,150,30,0.95870041847229
0,0,0,0,0,-1.0
218,23,244,48,135,0.9697114825248718
25,101,49,126,97,0.9601967334747314
176,214,206,242,89,0.34943684935569763
12,48,37,73,86,0.9972724318504333
187,210,215,236,79,0.3150545358657837
137,95,159,119,68,0.6363575458526611
176,214,206,242,51,0.3220439553260803
43,11,69,35,33,0.8610007166862488
108,126,135,150,30,0.9686819314956665
0,0,0,0,0,-1.0
217,23,243,48,135,0.9817753434181213
25,101,49,126,97,0.9806172847747803
177,214,206,242,89,0.30465298891067505
11,49,36,73,86,0.9986544847488403
188,210,215,235,79,0.4119279086589813
137,95,159,119,68,0.6490100622177124
43,11,69,35,33,0.84388667345047
108,126,135,150,30,0.9683447480201721
0,0,0,0,0,-1.0
217,23,243,49,135,0.9817312359809875
25,101,49,126,97,0.9803298711776733
176,214,205,242,89,0.3542843759059906
11,49,36,74,86,0.9987977743148804
167,218,195,245,83,0.30828961730003357
188,210,215,235,79,0.5474487543106079
137,95,159,119,68,0.6524009704589844
43,11,68,35,33,0.9417344927787781
108,126,135,150,30,0.9690038561820984
0,0,0,0,0,-1.0
217,24,243,49,135,0.9857526421546936
25,101,49,126,97,0.979974627494812
11,49,36,74,86,0.9987425208091736
189,208,215,235,79,0.6887805461883545
137,95,159,119,68,0.6545745134353638
42,11,67,35,33,0.8668849468231201
108,126,135,150,30,0.9686858057975769
0,0,0,0,0,-1.0
217,24,242,49,135,0.9754192233085632
25,101,49,126,97,0.9797781109809875
11,49,36,74,86,0.9986194968223572
166,218,195,246,83,0.28912943601608276
189,208,216,235,79,0.7465015053749084
137,95,159,119,68,0.656289279460907
42,11,66,35,33,0.9207947850227356
108,126,135,150,30,0.96906578540802
0,0,0,0,0,-1.0
167,218,196,245,152,0.3329814672470093
216,26,241,50,135,0.9859752058982849
25,101,49,126,97,0.9817900657653809
11,49,36,74,86,0.9981359243392944
167,218,196,245,83,0.38785383105278015
190,207,217,233,79,0.8064388632774353
132,93,163,121,68,0.5261110663414001
39,11,65,34,33,0.9196905493736267
108,126,135,150,30,0.9671041369438171
133,93,164,120,12,0.3564402759075165
0,0,0,0,0,-1.0
